comp_name,comp_type,comp_headq,how_old,comp_no_emp,comp_review,open_jobs,comp_services,comp_logo,comp_description

Unicharm,Private,"Mita,Tokyo + 113 more",1k-5k Employees (India),62 years old,(623 Reviews),3,"['Consumer goods', 'Manufacturing', 'Beauty & Personal Care', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3VuaWNoYXJtLmpwZw.webp,"Unicharm Corporation is a Japanese company that manufactures disposable hygiene products, household cleaning products, specializing in the manufacture of diapers for both babies and adult incontinence, feminine hygiene products and pet care products.The company has operations in 80 countries and is a market leader in Asia in baby and feminine care products. It holds the top share of diaper sales in China, Indonesia, Vietnam and Thailand"

Karvy Stock Brok...,Private,"Hyderabad/Secunderabad,Telangana + 97 more",1k-5k Employees (India),33 years old,(619 Reviews),4,"['Financial Services', 'Hyderabad/Secunderabad,Telangana']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2thcnZ5LXN0b2NrLWJyb2tpbmcuanBn.webp,"The Karvy Group is today a well diversified conglomerate. Its businesses straddle the entire financial services spectrum as well as data processing and managing segments. Since most of its financial services were retail focused, the need to build scale and skill in the transaction processing domain became imperative. Also during stressed environment in the financial services segment, the non financial businesses bring in a lot of stability to the group�s businesses.Karvy�s financial services business is ranked among the top-5 in the country across its business segments. The Group services over 70 million individual investors in various capacities, and provides investor services to over 600 corporate houses, comprising the best of Corporate India."

AstraZeneca,Public,"Cambridge,Cambridgeshire + 32 more",1k-5k Employees (India),24 years old,(618 Reviews),7,"['Biotechnology', 'IT Services & Consulting', 'Forbes Global 2000', 'Public']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2FzdHJhemVuZWNhLmpwZw.webp,"We are a global, science-led biopharmaceutical business and our innovative medicines are used by millions of patients worldwide."

Patra Corporatio...,Private,"El Dorado Hills,California + 9 more",1k-5k Employees (India),18 years old,(618 Reviews),3,['IT Services & Consulting'],https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3BhdHJhLWNvcnBvcmF0aW9uLmpwZw.webp,"Patra powers insurance processing by leveraging people and technology, supporting insurance organizations as they sell, deliver and manage policies and customers. Patra�s team of global experts allow brokers, MGAs, wholesalers and carriers to capture the Patra Advantage � profitable growth and organizational value. This is accomplished through the deployment of Patra�s proprietary Insurance Process Delivery System � an integrated portfolio of outsourced services, insurance specific workflows and technology"

Nilkamal,Public,"Mumbai,Maharashtra + 82 more",1k-5k Employees (India),42 years old,(720 Reviews),5,"['Consumer goods', 'Furniture & Furnishing', 'Manufacturing', 'Fortune India 500', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL25pbGthbWFsLmpwZw.webp,"In 1980, we started manufacturing plastic furniture which helped establish our foothold for our business venture in the industry. It then turned into the legacy of two first generation entrepreneurs, Mr. Vamanrai Parekh (Chairman & Co-founder of Nilkamal Ltd.) and Mr. Sharad Parekh (Managing Director & Co-founder of Nilkamal Ltd.). Our business has diversified into various product lines in which it is familiar with and has perfected it. Nilkamal Limited is listed on the National Stock Exchange and the Bombay Stock Exchange since 1991. Our turnover exceeds INR. 2093cr (The Plastics Division) as of FY 18/19. We have 9 manufacturing plants including Sri Lanka."

Karvy Computersh...,Public,"Mumbai,Maharashtra + 82 more",1k-5k Employees (India),42 years old,(617 Reviews),6,[],https://static.ambitionbox.com/alpha/company/photos/logos/karvy-computershare.jpg,

FLSmidth,Private,"Copenhagen,Valby + 18 more",1k-5k Employees (India),141 years old,(615 Reviews),22,"['Industrial Machinery', 'Manufacturing']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2Zsc21pZHRoLmpwZw.webp,"With our unique combination of technology, process knowledge and services, we help our customers in the cement and mining industries drive success through sustainable productivity. Our ability to take a life-cycle perspective, not only for the products we supply, but also for our customers� plants and sites, enables us to provide industry-leading solutions with a low total cost of ownership and reduced environmental impact.

We meet our customers and their needs exactly where they are. Whether it�s specific equipment or an entire processing plant, we can deliver a tailored solution for our customers, making us a full service provider.

We primarily operate in the mining and cement industries, and though each is distinct, there are considerable commonalities and synergies between the two. Our involvement in both industries gives us the unique advantage of sharing resources and best practices.

Further, we deliver a variety of products, solutions and services to adjacent industries with similarities to cement and mining, like chemicals, food and pharmaceuticals, water treatment and power utilities.Further, we deliver a variety of products, solutions and services to adjacent industries with similarities to cement and mining, like chemicals, food & pharmaceuticals, water treatment and power utilities.

The intersection of productivity and sustainability is where success lies today. We strive to enable our business partners and customers to generate profitable returns and value-creating growth, while always maintaining sustainability as a priority."

CADD Centre Trai...,Private,"Chennai,Tamil Nadu + 113 more",1k-5k Employees (India),35 years old,(614 Reviews),16,"['Education & Training', 'Chennai,Tamil Nadu']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2NhZGQtY2VudHJlLXRyYWluaW5nLXNlcnZpY2VzLmpwZw.webp,"As Asia's biggest network of CAD training centers, CADD Centre Training Services is the training arm of the 30-year-old CADD Centre Group, head quartered at Chennai, India. 
Founded in the year 1988, we have grown today as Asia's biggest network of skill training provider in Computer Aided Design (CAD), Computer Aided Engineering (CAE), and Project Management. We host a wide array of courses, certifications, placement assistance and career planning tools to help students get the most from their education.
Under the guidance of renowned administrators, directors, and faculty, CADD Centre Training Services recently marked its 30 years of excellence. We have also proudly crossed milestones having over 1000+ franchise outlets across 30+ countries during this time span."

Colgate Palmoliv...,Public,"New York,New York + 82 more",1k-5k Employees (India),86 years old,(614 Reviews),31,"['Consumer goods', 'FMCG', 'Manufacturing', 'Forbes Global 2000', 'Fortune India 500', 'Public']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2NvbGdhdGUtcGFsbW9saXZlLmpwZw.webp,"Every day, millions of consumers around the world trust our products to care for themselves and the ones they love. 

Colgate-Palmolive is a global company serving people in over 200 countries and territories with consumer products that make their lives healthier and more enjoyable. Colgate manufactures and markets oral care, personal care, home care and pet nutrition products under such internationally recognized brand names as Colgate, Palmolive, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sorriso, Kolynos, elmex, Tom�s of Maine, Sanex, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill�s Science Diet, Hill�s Prescription Diet and Hill�s Ideal Balance."

TK Elevator,Private,Essen + 61 more,1k-5k Employees (India),28 years old,(1.4k Reviews),31,"['Industrial Machinery', 'Engineering & Construction']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3RoeXNzZW5rcnVwcC1lbGV2YXRvci5qcGc.webp,"In just a few decades, we�ve become one of the world�s leading elevator companies with unique engineering capabilities.
When done well, urban mobility drives down congestion, pollution, stress and energy consumption. Our innovative, efficient and reliable passenger transportation systems are key to getting it right in cities. Whether building a new state-of-the-art system or modernizing an existing one, our products deliver crucial energy and time efficiencies."

Kirloskar Brothe...,Public,Pune + 47 more,1k-5k Employees (India),135 years old,(653 Reviews),1,"['Industrial Machinery', 'Manufacturing', 'Plastics / Rubber', 'Oil & Gas', 'MNC', 'Fortune India 500', 'Public', 'Pune']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2tpcmxvc2thci1icm90aGVycy5qcGc.webp,"Kirloskar Brothers Limited (KBL) is a world class pump manufacturing company with expertise in engineering and manufacture of fluid management systems. Established in 1888 and incorporated in 1920, KBL is the flagship company of the $ 2.1 billion Kirloskar Group. KBL provides complete fluid management solutions for large infrastructure projects in the areas of water supply, power plants, irrigation, oil & gas and marine & defence. KBL manufactures industrial, agriculture & domestic pumps, valves and hydro turbines. 

In 2003 KBL acquired SPP Pumps, United Kingdom and established SPP Inc., Atlanta, USA, as a wholly owned subsidiary of SPP, UK; In 2007, Kirloskar Brothers International B.V., The Netherlands and Kirloskar Brothers (Thailand) Ltd, a wholly owned subsidiary in Thailand were incorporated. In 2008, KBL incorporated Kirloskar Brothers Europe BV (Kirloskar Pompen BV since June 2014), a JV between Kirloskar Brothers International BV and Industrial Pump Group, The Netherlands. In 2010 KBL acquired Braybar Pumps, South Africa. SPP MENA was established in Egypt in 2012. KBL has a JV with Ebara Corporation, Japan since 1988 for the manufacture of API 610 standard pumps. Kirloskar Corrocoat Private Limited is joint venture cooperation with Corrocoat Ltd., UK since 2006. KBL acquired The Kolhapur Steel Limited in 2007 and Hematic Motors in 2010. In 2014, KBL acquired Syncro Flo. Inc. In 2015, Kirloskar Pompen B.V. acquired Rodelta Pumps International, The Netherlands.

KBL has eight manufacturing facilities in India at Kirloskarvadi, Dewas, Kondhapuri, Shirval, Sanand, Kaniyur, Kolhapur and Karad. and seven manufacturing and packaging facilities in Egypt, South Africa, Thailand, The Netherlands, United Arab Emirates, United Kingdom and United States of America. 

KBL is the only pump manufacturing company in India and ninth in the world to be accredited with the N and NPT certification by ASME."

Pizza Hut,Private,"Plano,Texas + 82 more",1k-5k Employees (India),65 years old,(612 Reviews),20,"['Retail', 'Hospitality']",https://static.ambitionbox.com/alpha/company/photos/logos/pizza-hut.jpg,"There�s nothing cookie-cutter about Pizza Hut. Not our pizzas. Not our people. And definitely not the way we live life. Around here, we don�t settle for anything less than food we�re proud to serve. And we don�t just clock in. Not when we can also become our best, make friends, and have fun while we�re at it. We�re the pizza company that lives life unboxed. We�re not for people who want to blend in: pushing boundaries is part of our heritage. We have more than 16,000 restaurants and 350,000 team members in more than 100 countries. Whether it�s the original Stuffed Crust or putting a pizza in outer space, we never stop driving ourselves to deliver hot pizzas, fast every time � anywhere you want to enjoy it."

Ruchi Soya Indus...,Public,"Mumbai,Maharashtra + 94 more",1k-5k Employees (India),37 years old,(611 Reviews),17,"['Food Processing', 'Manufacturing', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3J1Y2hpLXNveWEtaW5kdXN0cmllcy5qcGc.webp,"Featuring among the top five FMCG players in India, Ruchi Soya Industries Limited (Ruchi Soya) is a leading manufacturer and India�s largest marketer of healthier edible oils, soya food, premium table spread, vanaspati and bakery fats. It is also the highest exporter of soya meal, lecithin and other food ingredients from India. Established in 1986, Ruchi Soya has emerged as an integrated player, from farm to fork with secured access to oil palm plantations in India and other key regions of the world. Ruchi soya has access with exclusive oil procurement rights to over two lakh hectares of land in India with a potential of oil palm cultivation"

Aarvee Associate...,Private,"Hyderabad/Secunderabad,Telangana + 100 more",1k-5k Employees (India),34 years old,(609 Reviews),6,"['Architecture & Interior Design', 'Consulting', 'Engineering & Construction', 'Hyderabad/Secunderabad,Telangana']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2FhcnZlZS1hc3NvY2lhdGVzLmpwZw.webp,"Aarvee Associates is a premier, ISO 9001:2008 certified multi-disciplinary engineering consulting company, established in 1989 and based at Hyderabad in India. We have a pan-India presence, with branch offices in New Delhi,Ahmedabad and Bhubaneshwar, and project offices in all the major states across the country. We also have a wholly-owned Australian subsidiary, Aarvee Associates Pty Ltd, based at Brisbane, Queensland.
In addition to over 1,500 successful assignments in India, we have carried out projects in Australia, Bangladesh, Ethiopia, Gabon, Mozambique, Nigeria, South Africa, Sri Lanka, and Uganda. We have worked on projects funded by various international agencies including the World Bank, the Asian Development Bank (ADB), the Department for International Development (DFID), and Japan International Cooperation Agency (JICA).
We have won several national and international awards for our work, including the CIDC Vishwakarma Award (2012) for the Best Professionally Managed Company in India, in the �Companies with Turnover Not Exceeding One Billion Indian Rupees� category.
With over 2,500 highly qualified and experienced staff, our expertise spans all the major civil engineering disciplines and infrastructure sectors. We also have a full-fledged material investigation laboratory and excellent in-house survey capabilities, both of which add considerable value to our work."

Ion Exchange Ind...,Public,"Mumbai,Maharashtra + 64 more",1k-5k Employees (India),59 years old,(607 Reviews),5,"['Power', 'Waste Management', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/alpha/company/photos/logos/ion-exchange-india.jpg,"At Ion Exchange India, we bring you total environment solutions - water treatment, liquid waste treatment & recycle, air pollution control, solid & hazardous waste management and generation of energy from waste."

Fidelity Investm...,Private,"Boston,Massachusetts + 10 more",5k-10k Employees (India),77 years old,(1.3k Reviews),34,"['Financial Services', 'Internet']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2ZpZGVsaXR5LWludmVzdG1lbnQuanBn.webp,"At Fidelity, our goal is to make financial expertise broadly accessible and effective in helping people live the lives they want. We do this by focusing on a diverse set of customers: - from 23 million people investing their life savings, to 20,000 businesses managing their employee benefits to 10,000 advisors needing innovative technology to invest their clients� money. We offer investment management, retirement planning, portfolio guidance, brokerage, and many other financial products. 

Privately held for nearly 70 years, we�ve always believed by providing investors with access to the information and expertise, we can help them achieve better results. That�s been our approach- innovative yet personal, compassionate yet responsible, grounded by a tireless work ethic�it is the heart of the Fidelity way."

Thomas Cook,Public,"Mumbai,Maharashtra + 68 more",1k-5k Employees (India),142 years old,(605 Reviews),1,"['Travel & Tourism / Hospitality', 'Travel & Tourism', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3Rob21hcy1jb29rLmpwZw.webp,"Thomas Cook Ltd. is an Indian travel agency, headquartered in Mumbai, India. It offers a range of travel services including Foreign Exchange, International and Domestic Holidays, Visa, Passport, Travel Insurance and MICE."

INDO-MIM,Private,"Bangalore/Bengaluru,Karnataka + 12 more",1k-5k Employees (India),25 years old,(587 Reviews),1,"['Industrial Machinery', 'Metals & Mining', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2luZG8tdXMtbWltLXRlYy5qcGc.webp,"Since the time our very first part was molded in 1998, Indo-MIM has grown to become a leading global supplier of Metal Injection Molded products. Today, Indo-MIM has achieved a leadership position in the field of MIM, providing precision-engineered products to customers in more than forty five countries in the Americas, Europe and Asia. Indo-MIM is a fully integrated MIM parts producer with capabilities and proficiency in design, tooling, materials and a full range of finishing and assembly operations. CUSTOMER who is a top-most priority for Indo-MIM has been kept at all strategies. Every action is planned at Indo-MIM, as per the benefits which can be incurred by the customer and speed being the key driver, various departments across the company well align to collaborate and meet the customer requirement.  More than the performance, sustaining such excellence is a challenge and Indo-MIM with its two important elements- �people and philosophy� have been accomplishing the sustenance. Due to efficient elements existing in the company, there is an efficient connect between the customer and Indo-MIM, which facilitates seamless transfer of information to the right people in the organization and also allows the information to flow back to customer in terms of timely response and commitment."

Canara Bank,Public,"Bangalore/Bengaluru,Karnataka + 122 more",50k-1 Lakh Employees (India),117 years old,(2k Reviews),1,"['Financial Services', 'Banking', 'Conglomerate', 'Government', 'Forbes Global 2000', 'Fortune India 500', 'Public', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2NhbmFyYS1iYW5rLmpwZw.webp,"Widely known for customer centricity, Canara Bank was founded by Shri Ammembal Subba Rao Pai, a great visionary and philanthropist, in July 1906, at Mangalore, then a small port town in Karnataka. The Bank has gone through the various phases of its growth trajectory over hundred years of its existence. Growth of Canara Bank was phenomenal, especially after nationalization in the year 1969, attaining the status of a national level player in terms of geographical reach and clientele segments. Eighties was characterized by business diversification for the Bank. In June 2006, the Bank completed a century of operation in the Indian banking industry. The eventful journey of the Bank has been characterized by several memorable milestones. Today, Canara Bank occupies a premier position in the comity of Indian banks."

Tata AutoComp Sy...,Public,"Pune,Maharashtra + 25 more",1k-5k Employees (India),25 years old,(1.2k Reviews),34,"['Automobile', 'Manufacturing', 'Auto Components', 'Public', 'Pune,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3RhdGEtYXV0b2NvbXAtc3lzdGVtcy5qcGc.webp,"Tata AutoComp Systems, promoted by the Tata Group, provides products and services to the Indian and Global automotive OEMs as well as Tier 1 suppliers.Tata AutoComp Systems� portfolio includes Automotive Interior & Exterior Plastics, Composites, Sheet Metal Stampings, Engine cooling solutions, Automotive Batteries, Rear View Mirrors, Command systems like Park Brake Lever, Gear Shifters, Washer Systems, HVAC solutions, Exhaust and Emission control systems, Seating systems and Electronic solutions including ADAS, BMS, Telematics, etc. for passenger and commercial vehicles as well as Powertrain Cooling Solutions and Suspensions for heavy commercial vehicles. It also offers Engineering and Supply Chain Management services to its customers.Tata AutoComp Systems sells components in the After Market under the brand name �AUTOCOMP� as well as exports components to Europe, US, Middle East and neighbouring countries."

Fluor Daniel Ind...,Private,"Irving,Texas + 15 more",501-1k Employees (India),111 years old,(585 Reviews),9,"['Consulting', 'Engineering & Construction', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2ZsdW9yLWRhbmllbC1pbmRpYS5qcGc.webp,"Fluor is one of the world's largest publicly-traded engineering, procurement, construction (EPC) and maintenance companies. Fluor works with Clients in diverse industries around the world to design, construct and maintain their capital projects."

Nexa,Private,"Delhi/NCR,Delhi + 149 more",1k-5k Employees (India),8 years old,(585 Reviews),1,"['Automobile', 'Industrial Machinery', 'Manufacturing']",https://static.ambitionbox.com/alpha/company/photos/logos/nexa.jpg,"Nexa is a retail network from Maruti Suzuki that caters the high-end consumers who have gone beyond their first cars and are now looking for an experience. It offers a high level of sophistication and is based on the principles of exclusivity, pampering and listening to the consumer."

ArcelorMittal Ni...,Private,"Delhi/NCR,Delhi + 149 more",1k-5k Employees (India),8 years old,(584 Reviews),5,['Iron & Steel'],https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2FyY2Vsb3JtaXR0YWwtbmlwcG9uLXN0ZWVsLmpwZw.webp,"AM/NS India is an integrated flat carbon steel manufacturer - from iron ore to ready-to-market products � with an achievable crude steel capacity of 9 million tonnes per annum (MTPA). Our manufacturing facilities comprise iron making, steelmaking and downstream facilities spread across India.

At AM/NS India our goal is to help create smarter, more sustainable steels for India, and the world. To do this, we place safety, innovation and technology at the heart of our manufacturing operations and product development.

We offer more than 300 grades of steel, all of which conform to international quality standards, underscoring the value AM/NS India�s ascribes to being a trusted and reliable provider of steel to our customers in India and beyond.

AM/NS India is a joint venture between ArcelorMittal and Nippon Steel, two of the world�s leading steel companies."

SNC-Lavalin,Public,"Montreal,Quebec + 45 more",1k-5k Employees (India),112 years old,(584 Reviews),14,"['Power', 'Real Estate', 'Engineering & Construction', 'Public']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3NuYy1sYXZhbGluLWludGVybmF0aW9uYWwuanBn.webp,"Designing for the future is about more than predicting what it looks like. It�s about having the know-how and the expertise to turn predictions into projects that deliver results and meet ever-changing needs. That�s what we do every day: for our clients, for their customers and for the sustainable future of our business and the world we operate in.

We are SNC-Lavalin, and we are experts at mastering complexity. Using our industry know-how and leading resources, we create and deliver predictable outcomes for an unpredictable world. How do we do it? By thinking � and working � differently. From our 50 offices around the world, we connect people, technology, and data to shape the future of our industry and the world around us. It�s how we generate the knowledge, the ingenuity and the drive to meet so many of today�s most pressing challenges � from population growth and increasing transportation needs to climate change. And because we cover everything from the blueprint to delivery, across the entire lifespan of a project, you can count on us for a client experience that is smoother, smarter and more efficient. At SNC-Lavalin, we�re not just embracing change � we�re driving it."

eClinicalWorks,Private,"Westborough,Massachusetts + 9 more",1k-5k Employees (India),24 years old,(583 Reviews),27,['IT Services & Consulting'],https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2VjbGluaWNhbHdvcmtzLmpwZw.webp,"At eClinicalWorks, we are 5,000 employees dedicated to improving healthcare together with our customers. More than 130,000 physicians nationwide � and more than 850,000 medical professionals around the globe � rely upon us for comprehensive clinical documentation, along with solutions for Practice Management, Population Health, Patient Engagement, and Revenue Cycle Management. Privately held, and driven by innovation and excellence, we have a single focus � providing our customers with secure, cloud-based solutions to their healthcare IT needs."

Sonata Software,Public,"Bangalore/Bengaluru,Karnataka + 10 more",1k-5k Employees (India),37 years old,(582 Reviews),135,"['IT Services & Consulting', 'Fortune India 500', 'Public', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3NvbmF0YS1zb2Z0d2FyZS5qcGc.webp,"Sonata is a global technology company, that enables successful platform based digital transformation initiatives for enterprises, to create businesses that are connected, open, intelligent and scalable. Sonata�s Platformation� methodology brings together industry expertise, platform technology excellence, design thinking-led innovation and strategic engagement models to deliver sustained long term value to customers. A trusted partner of world leaders in the Retail, Manufacturing & Distribution, Travel and Software industries, Sonata�s solution portfolio includes its own digital platform such as Brick & Click Retail Platform�, Modern Distribution Platform�, Rezopia Digital Travel Platform�, RAPID DevOps Platform�, Kartopia E-commerce Platform� , Halosys Mobility Platform�, and Commodity CTRM Platform�, best-in-class capabilities on ISV digital technology platforms such as Microsoft Dynamics 365, Microsoft Azure, SAP Hybris, Cloud Engineering and Managed Services, as well as new digital applications like IoT, Artificial Intelligence, Machine Learning, Robotic Process Automation, Chatbots, Block Chain and Cyber Security. Sonata�s people and systems are nurtured to bring together the depth of thought leadership, customer commitment and execution excellence to make a difference to business with technology."

CRB Tech Solutio...,Private,"Pune,Maharashtra + 4 more",501-1k Employees (India),22 years old,(582 Reviews),4,"['EdTech', 'Pune,Maharashtra']",https://static.ambitionbox.com/alpha/company/photos/logos/crb-tech-solution.jpg,"CRBtech is a leading training and career development. With experience more than 15 years, CRBtech has focused on training engineers in IT,Mechanical,Electrical and Clinical Research."

LOREAL,Private,Clichy + 64 more,1k-5k Employees (India),32 years old,(613 Reviews),79,"['Retail', 'Beauty & Personal Care', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2xvcmVhbC5qcGc.webp,"Our 34 international brands include Kiehl�s, Lanc�me, Giorgio Armani Beauty, Yves Saint Laurent Beaut�, Ralph Lauren, Clarisonic, Maybelline New York, Essie, K�rastase, Biotherm, Shu Uemura, Viktor&Rolf, Maison Martin Margiela, Urban Decay, Redken, Vichy, La Roche-Posay, Diesel, Garnier, L�Or�al Paris, and more. For more than a century, L�Or�al has devoted itself solely to one business: beauty. The group's mission is to provide the best in cosmetics innovation to women and men around the world with respect for their diversity.We want to bring beauty to all people. Our ambition for the coming years is to win over another one billion consumers around the world by creating the cosmetic products that meet the infinite diversity of their beauty needs and desires.If you are ready to take charge of your career and join us on our quest for the next billion consumers, follow us to get the insider scoop on our business,  culture, and tips on how to join us to shape the future of beauty."

Micromax Informa...,Private,"Gurgaon/Gurugram,Haryana + 109 more",1k-5k Employees (India),23 years old,(847 Reviews),13,"['Electronics', 'Consumer Electronics & Appliances', 'Gurgaon/Gurugram,Haryana']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL21pY3JvbWF4LWluZm9ybWF0aWNzLmpwZw.webp,"Micromax Informatics Limited is one of the leading consumer electronics company in India, and the 10th largest mobile phone player in the world. Over the past decade, Micromax has pioneered the democratisation of technology in India - by offering affordable innovations through their product offerings and removing barriers for large scale adoption of advanced technologies. Micromax is currently the 2nd largest smartphone company in India. Micromax is a brand which is close to the heart of the youth, and celebrates the vibrancies of life and empowerment."

THE LEELA PALACE...,Private,"Mumbai,Maharashtra + 23 more",1k-5k Employees (India),40 years old,(580 Reviews),14,"['Travel & Tourism / Hospitality', 'Hospitality', 'Conglomerate', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/alpha/company/photos/logos/the-leela-palaces-hotels-and-resorts.jpg,"Some journeys can be summed up in a photo, a tweet, a souvenir. But others are so filled with inner riches, they defy easy description. For our guests, this has always posed a challenge: How to best capture the world of luxury that is The Leela? For one visitor, it�s a lobby � and a welcome that makes her feel like royalty. For another, it�s discovering a hidden garden, guided only by the scent of jasmine. To some, it is small touches that few others notice � the warmth of a gesture, the extra care in the simplest dish. Finding the right words for this distinctly Indian brand of luxury is made all the more difficult because it is constantly being refined and enhanced by each person we invite to join our staff. From the start, we have been on a continuous journey to delight each traveller who crosses our threshold. It is The Leela�s goal to provide the most demanding guests with memorable, magical stays that deliver the essence of India and discover a 5-Star experience found only in India, and only at The Leela. In a span of 30 years, The Leela Palaces, Hotels and Resorts has grown to comprise a world-class collection of nine award-winning luxury hotels spread across key destinations in India with many more on the anvil."

Visionet Systems,Private,"Cranbury,New Jersey + 7 more",1k-5k Employees (India),28 years old,(580 Reviews),33,"['Analytics & KPO', 'IT Services & Consulting']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3Zpc2lvbmV0LXN5c3RlbXMuanBn.webp,"Visionet is a premier technology solutions and business process management company. We provide strategic business value to an extensive and impressive list of marquee customers across a variety of industries. Visionet delivers high-impact strategies, techniques, and technologies that help our clients compete, win, and sustain growth in a hyper-competitive, digitally disruptive market. The success of our clients and delivering value to the parties they serve is our number-one goal."

Duck Creek Techn...,LLP,"Boston,Massachusetts + 3 more",501-1k Employees (India),23 years old,(579 Reviews),25,"['Internet', 'Hardware & Networking', 'Software Product']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2R1Y2stY3JlZWsuanBn.webp,"We give P&C insurers a genuine path to the future with advanced technology grounded in decades of industry expertise, responsive to the unique challenges of each carrier, and shaped by the day-to-day of human behavior. 

We are sustained by a persistent curiosity that isn�t afraid to challenge the norms of the property & casualty industry, that believes the vision for tomorrow need not be tied to the legacy of today, and it is our job to get you there sooner."

Sri Chaitanya Ed...,Private,"Hyderabad/Secunderabad,Telangana + 58 more",51-200 Employees (India),37 years old,(579 Reviews),17,"['Education & Training', 'Hyderabad/Secunderabad,Telangana']",https://static.ambitionbox.com/alpha/company/photos/logos/sri-chaitanya-educational-institutions.jpg,"Sri Chaitanya started its historic journey in 1986 with the inception of a Girls Junior College at Vijayawada. And since then there has been no turning back. The inception of Sri Chaitanya Educational Institutions was the result of a vision rather than the mere setting up of an institution. Our Founders and Mentors, Dr. B. S. Rao garu and Dr. Jhansi Lakshmi Bai garu, were hugely successful in the medical profession and decided to look at a fresh approach to Intermediate level education"

